grade,semester,unitTitle,primaryConceptId,type,difficulty,count,evidenceCardIds,examPatternCardIds
P3,upper,周长,rectangle-square,short-answer,Challenge,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-perimeter-rectangles
P3,upper,周长,rectangle-square,short-answer,Foundation,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-perimeter-rectangles
P3,upper,多位数乘一位数,times-as-many,fill-in,Foundation,4,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-multiplication-division-times
P3,upper,多位数乘一位数,times-as-many,fill-in,Core,2,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-multiplication-division-times
P3,upper,多位数乘一位数,times-as-many,multiple-choice,Foundation,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-multiplication-division-times
P3,upper,时、分、秒,time-measurement,fill-in,Core,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-time-measurement-add-sub
P3,upper,时、分、秒,time-measurement,multiple-choice,Core,4,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-time-measurement-add-sub
P3,upper,时、分、秒,time-measurement,multiple-choice,Foundation,2,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-time-measurement-add-sub
P3,upper,易错提优,p3-upper-integrated-review,fill-in,Foundation,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review
P3,upper,易错提优,p3-upper-integrated-review,fill-in,Core,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review
P3,upper,易错提优,p3-upper-integrated-review,multiple-choice,Core,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review
P3,upper,易错提优,p3-upper-integrated-review,short-answer,Challenge,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review
P3,upper,易错提优,p3-upper-integrated-review,short-answer,Core,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review
P3,upper,有余数的除法,times-as-many,fill-in,Core,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-multiplication-division-times
P3,upper,有余数的除法,times-as-many,short-answer,Challenge,2,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-multiplication-division-times
P3,upper,有余数的除法,times-as-many,short-answer,Foundation,2,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-multiplication-division-times
P3,upper,有余数的除法,times-as-many,short-answer,Core,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-multiplication-division-times
P3,upper,期中综合,p3-upper-integrated-review,fill-in,Foundation,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review
P3,upper,期中综合,p3-upper-integrated-review,fill-in,Core,2,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review
P3,upper,期中综合,p3-upper-integrated-review,multiple-choice,Core,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review
P3,upper,期中综合,p3-upper-integrated-review,short-answer,Core,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review
P3,upper,期末综合,p3-upper-integrated-review,fill-in,Foundation,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review
P3,upper,期末综合,p3-upper-integrated-review,multiple-choice,Core,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review
P3,upper,期末综合,p3-upper-integrated-review,multiple-choice,Foundation,2,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review
P3,upper,期末综合,p3-upper-integrated-review,short-answer,Challenge,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review
P3,upper,测量,time-measurement,fill-in,Foundation,3,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-time-measurement-add-sub
P3,upper,测量,time-measurement,fill-in,Core,2,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-time-measurement-add-sub
P3,upper,测量,time-measurement,multiple-choice,Foundation,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-time-measurement-add-sub
P3,upper,素养达标,p3-upper-integrated-review,fill-in,Foundation,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review
P3,upper,素养达标,p3-upper-integrated-review,multiple-choice,Foundation,2,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review
P3,upper,素养达标,p3-upper-integrated-review,multiple-choice,Core,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review
P3,upper,素养达标,p3-upper-integrated-review,short-answer,Foundation,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-integrated-error-review
P3,upper,长方形和正方形,rectangle-square,fill-in,Foundation,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-perimeter-rectangles
P3,upper,长方形和正方形,rectangle-square,fill-in,Core,3,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-perimeter-rectangles
P3,upper,长方形和正方形,rectangle-square,multiple-choice,Core,3,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-perimeter-rectangles
P3,upper,长方形和正方形,rectangle-square,short-answer,Challenge,2,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-perimeter-rectangles
P3,upper,长方形和正方形,rectangle-square,short-answer,Core,1,pep-primary-p3-upper-multidigit-operations-fractions,pep-primary-p3-upper-paper-perimeter-rectangles
P4,lower,三角形,triangle-attributes,multiple-choice,Foundation,4,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-triangle-geometry-motion
P4,lower,三角形,triangle-attributes,multiple-choice,Core,2,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-triangle-geometry-motion
P4,lower,单位换算,decimal-addition-subtraction,fill-in,Core,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-add-sub
P4,lower,单位换算,decimal-addition-subtraction,multiple-choice,Foundation,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-add-sub
P4,lower,单位换算,decimal-addition-subtraction,short-answer,Challenge,3,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-add-sub
P4,lower,单位换算,decimal-addition-subtraction,short-answer,Core,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-add-sub
P4,lower,单位换算,decimal-addition-subtraction,short-answer,Foundation,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-add-sub
P4,lower,四则运算,four-operations,fill-in,Core,5,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-four-operations-laws
P4,lower,四则运算,four-operations,fill-in,Foundation,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-four-operations-laws
P4,lower,四则运算,four-operations,multiple-choice,Foundation,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-four-operations-laws
P4,lower,图形的运动（二）,triangle-attributes,fill-in,Core,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-triangle-geometry-motion
P4,lower,图形的运动（二）,triangle-attributes,multiple-choice,Core,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-triangle-geometry-motion
P4,lower,图形的运动（二）,triangle-attributes,short-answer,Challenge,3,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-triangle-geometry-motion
P4,lower,图形的运动（二）,triangle-attributes,short-answer,Core,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-triangle-geometry-motion
P4,lower,图形的运动（二）,triangle-attributes,short-answer,Foundation,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-triangle-geometry-motion
P4,lower,小数加法和减法,decimal-addition-subtraction,fill-in,Core,4,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-add-sub
P4,lower,小数加法和减法,decimal-addition-subtraction,fill-in,Foundation,2,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-add-sub
P4,lower,小数大小比较,decimal-place-value,fill-in,Core,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-meaning-properties
P4,lower,小数大小比较,decimal-place-value,multiple-choice,Foundation,5,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-meaning-properties
P4,lower,小数大小比较,decimal-place-value,multiple-choice,Core,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-meaning-properties
P4,lower,小数混合应用,decimal-addition-subtraction,fill-in,Core,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-add-sub
P4,lower,小数混合应用,decimal-addition-subtraction,multiple-choice,Foundation,5,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-add-sub
P4,lower,小数混合应用,decimal-addition-subtraction,multiple-choice,Core,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-add-sub
P4,lower,小数点移动,decimal-place-value,multiple-choice,Foundation,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-meaning-properties
P4,lower,小数点移动,decimal-place-value,short-answer,Challenge,2,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-meaning-properties
P4,lower,小数点移动,decimal-place-value,short-answer,Core,2,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-meaning-properties
P4,lower,小数点移动,decimal-place-value,short-answer,Foundation,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-meaning-properties
P4,lower,小数的意义和性质,decimal-place-value,fill-in,Core,5,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-meaning-properties
P4,lower,小数的意义和性质,decimal-place-value,fill-in,Foundation,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-meaning-properties
P4,lower,小数的意义和性质,decimal-place-value,multiple-choice,Core,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-decimal-meaning-properties
P4,lower,平均数与条形统计图,average,fill-in,Core,5,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-average-statistics-problem-solving
P4,lower,平均数与条形统计图,average,fill-in,Foundation,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-average-statistics-problem-solving
P4,lower,平均数与条形统计图,average,multiple-choice,Foundation,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-average-statistics-problem-solving
P4,lower,数学广角：鸡兔同笼,average,fill-in,Core,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-average-statistics-problem-solving
P4,lower,数学广角：鸡兔同笼,average,multiple-choice,Foundation,4,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-average-statistics-problem-solving
P4,lower,数学广角：鸡兔同笼,average,multiple-choice,Core,2,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-average-statistics-problem-solving
P4,lower,期末综合,average,fill-in,Core,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-average-statistics-problem-solving
P4,lower,期末综合,average,short-answer,Challenge,2,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-average-statistics-problem-solving
P4,lower,期末综合,average,short-answer,Foundation,2,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-average-statistics-problem-solving
P4,lower,期末综合,average,short-answer,Core,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-average-statistics-problem-solving
P4,lower,简便计算,four-operations,fill-in,Core,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-four-operations-laws
P4,lower,简便计算,four-operations,multiple-choice,Foundation,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-four-operations-laws
P4,lower,简便计算,four-operations,short-answer,Challenge,3,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-four-operations-laws
P4,lower,简便计算,four-operations,short-answer,Foundation,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-four-operations-laws
P4,lower,简便计算,four-operations,short-answer,Core,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-four-operations-laws
P4,lower,观察物体（二）,triangle-attributes,fill-in,Core,5,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-triangle-geometry-motion
P4,lower,观察物体（二）,triangle-attributes,fill-in,Foundation,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-triangle-geometry-motion
P4,lower,观察物体（二）,triangle-attributes,multiple-choice,Foundation,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-triangle-geometry-motion
P4,lower,运算定律,four-operations,fill-in,Core,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-four-operations-laws
P4,lower,运算定律,four-operations,multiple-choice,Foundation,4,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-four-operations-laws
P4,lower,运算定律,four-operations,multiple-choice,Core,1,pep-primary-p4-lower-decimal-operations-average,pep-primary-p4-lower-paper-four-operations-laws
P4,upper,三位数乘两位数,multidigit-multiplication,fill-in,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-multiplication-division-estimation
P4,upper,三位数乘两位数,multidigit-multiplication,multiple-choice,Core,4,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-multiplication-division-estimation
P4,upper,三位数乘两位数,multidigit-multiplication,multiple-choice,Foundation,2,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-multiplication-division-estimation
P4,upper,亿以内数,large-numbers,fill-in,Foundation,3,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-large-numbers-rounding
P4,upper,亿以内数,large-numbers,fill-in,Core,2,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-large-numbers-rounding
P4,upper,亿以内数,large-numbers,multiple-choice,Foundation,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-large-numbers-rounding
P4,upper,公顷和平方千米,bar-chart,fill-in,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-statistics-optimization
P4,upper,公顷和平方千米,bar-chart,multiple-choice,Foundation,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-statistics-optimization
P4,upper,公顷和平方千米,bar-chart,short-answer,Challenge,2,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-statistics-optimization
P4,upper,公顷和平方千米,bar-chart,short-answer,Core,2,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-statistics-optimization
P4,upper,公顷和平方千米,bar-chart,short-answer,Foundation,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-statistics-optimization
P4,upper,大数的认识,large-numbers,fill-in,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-large-numbers-rounding
P4,upper,大数的认识,large-numbers,multiple-choice,Core,4,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-large-numbers-rounding
P4,upper,大数的认识,large-numbers,multiple-choice,Foundation,2,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-large-numbers-rounding
P4,upper,平行与垂直,angle-measurement,fill-in,Foundation,4,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-angle-lines-quadrilaterals
P4,upper,平行与垂直,angle-measurement,fill-in,Core,2,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-angle-lines-quadrilaterals
P4,upper,平行与垂直,angle-measurement,multiple-choice,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-angle-lines-quadrilaterals
P4,upper,平行四边形和梯形,angle-measurement,fill-in,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-angle-lines-quadrilaterals
P4,upper,平行四边形和梯形,angle-measurement,multiple-choice,Foundation,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-angle-lines-quadrilaterals
P4,upper,平行四边形和梯形,angle-measurement,short-answer,Challenge,3,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-angle-lines-quadrilaterals
P4,upper,平行四边形和梯形,angle-measurement,short-answer,Foundation,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-angle-lines-quadrilaterals
P4,upper,平行四边形和梯形,angle-measurement,short-answer,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-angle-lines-quadrilaterals
P4,upper,数学广角：优化,bar-chart,fill-in,Foundation,4,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-statistics-optimization
P4,upper,数学广角：优化,bar-chart,fill-in,Core,2,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-statistics-optimization
P4,upper,易错提优,p4-upper-integrated-review,fill-in,Foundation,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-integrated-review-error-extension
P4,upper,易错提优,p4-upper-integrated-review,fill-in,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-integrated-review-error-extension
P4,upper,易错提优,p4-upper-integrated-review,multiple-choice,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-integrated-review-error-extension
P4,upper,易错提优,p4-upper-integrated-review,short-answer,Challenge,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-integrated-review-error-extension
P4,upper,易错提优,p4-upper-integrated-review,short-answer,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-integrated-review-error-extension
P4,upper,期中综合,p4-upper-integrated-review,fill-in,Foundation,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-integrated-review-error-extension
P4,upper,期中综合,p4-upper-integrated-review,fill-in,Core,2,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-integrated-review-error-extension
P4,upper,期中综合,p4-upper-integrated-review,multiple-choice,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-integrated-review-error-extension
P4,upper,期中综合,p4-upper-integrated-review,short-answer,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-integrated-review-error-extension
P4,upper,期末综合,p4-upper-integrated-review,fill-in,Foundation,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-integrated-review-error-extension
P4,upper,期末综合,p4-upper-integrated-review,multiple-choice,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-integrated-review-error-extension
P4,upper,期末综合,p4-upper-integrated-review,multiple-choice,Foundation,2,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-integrated-review-error-extension
P4,upper,期末综合,p4-upper-integrated-review,short-answer,Challenge,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-integrated-review-error-extension
P4,upper,条形统计图,bar-chart,fill-in,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-statistics-optimization
P4,upper,条形统计图,bar-chart,multiple-choice,Core,5,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-statistics-optimization
P4,upper,条形统计图,bar-chart,multiple-choice,Foundation,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-statistics-optimization
P4,upper,积和商的估算,multidigit-multiplication,fill-in,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-multiplication-division-estimation
P4,upper,积和商的估算,multidigit-multiplication,short-answer,Challenge,2,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-multiplication-division-estimation
P4,upper,积和商的估算,multidigit-multiplication,short-answer,Foundation,2,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-multiplication-division-estimation
P4,upper,积和商的估算,multidigit-multiplication,short-answer,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-multiplication-division-estimation
P4,upper,素养拓展,p4-upper-integrated-review,fill-in,Foundation,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-integrated-review-error-extension
P4,upper,素养拓展,p4-upper-integrated-review,multiple-choice,Foundation,2,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-integrated-review-error-extension
P4,upper,素养拓展,p4-upper-integrated-review,multiple-choice,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-integrated-review-error-extension
P4,upper,素养拓展,p4-upper-integrated-review,short-answer,Foundation,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-integrated-review-error-extension
P4,upper,角的度量,angle-measurement,multiple-choice,Core,4,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-angle-lines-quadrilaterals
P4,upper,角的度量,angle-measurement,multiple-choice,Foundation,2,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-angle-lines-quadrilaterals
P4,upper,近似数,large-numbers,fill-in,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-large-numbers-rounding
P4,upper,近似数,large-numbers,multiple-choice,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-large-numbers-rounding
P4,upper,近似数,large-numbers,short-answer,Challenge,3,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-large-numbers-rounding
P4,upper,近似数,large-numbers,short-answer,Core,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-large-numbers-rounding
P4,upper,近似数,large-numbers,short-answer,Foundation,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-large-numbers-rounding
P4,upper,除数是两位数的除法,multidigit-multiplication,fill-in,Foundation,4,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-multiplication-division-estimation
P4,upper,除数是两位数的除法,multidigit-multiplication,fill-in,Core,2,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-multiplication-division-estimation
P4,upper,除数是两位数的除法,multidigit-multiplication,multiple-choice,Foundation,1,pep-primary-p4-upper-large-numbers-angles,pep-primary-p4-upper-paper-multiplication-division-estimation
P5,lower,2、5、3的倍数特征,factors-multiples,multiple-choice,Foundation,2,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-factors-multiples
P5,lower,2、5、3的倍数特征,factors-multiples,multiple-choice,Core,4,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-factors-multiples
P5,lower,2、5、3的倍数特征,factors-multiples,short-answer,Core,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-factors-multiples
P5,lower,体积,cuboid-cube-volume,fill-in,Core,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-cuboid-cube-volume
P5,lower,体积,cuboid-cube-volume,multiple-choice,Core,5,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-cuboid-cube-volume
P5,lower,体积,cuboid-cube-volume,multiple-choice,Foundation,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-cuboid-cube-volume
P5,lower,分数加法和减法,fraction-addition-subtraction,fill-in,Core,3,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-add-subtract
P5,lower,分数加法和减法,fraction-addition-subtraction,fill-in,Foundation,3,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-add-subtract
P5,lower,分数混合应用,fraction-addition-subtraction,fill-in,Core,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-add-subtract
P5,lower,分数混合应用,fraction-addition-subtraction,multiple-choice,Challenge,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-add-subtract
P5,lower,分数混合应用,fraction-addition-subtraction,multiple-choice,Foundation,2,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-add-subtract
P5,lower,分数混合应用,fraction-addition-subtraction,multiple-choice,Core,3,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-add-subtract
P5,lower,分数的意义和性质,fraction-meaning-operations,fill-in,Challenge,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-meaning-properties
P5,lower,分数的意义和性质,fraction-meaning-operations,fill-in,Foundation,3,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-meaning-properties
P5,lower,分数的意义和性质,fraction-meaning-operations,fill-in,Core,3,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-meaning-properties
P5,lower,因数与倍数,factors-multiples,fill-in,Core,3,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-factors-multiples
P5,lower,因数与倍数,factors-multiples,fill-in,Exam,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-factors-multiples
P5,lower,因数与倍数,factors-multiples,fill-in,Foundation,3,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-factors-multiples
P5,lower,图形的运动,object-observation,fill-in,Foundation,2,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review
P5,lower,图形的运动,object-observation,multiple-choice,Core,2,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review
P5,lower,图形的运动,object-observation,short-answer,Challenge,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review
P5,lower,异分母分数加减,fraction-addition-subtraction,short-answer,Exam,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-add-subtract
P5,lower,异分母分数加减,fraction-addition-subtraction,short-answer,Challenge,2,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-add-subtract
P5,lower,异分母分数加减,fraction-addition-subtraction,short-answer,Core,3,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-add-subtract
P5,lower,异分母分数加减,fraction-addition-subtraction,short-answer,Foundation,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-fraction-add-subtract
P5,lower,折线统计图,object-observation,fill-in,Core,2,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review
P5,lower,折线统计图,object-observation,multiple-choice,Challenge,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review
P5,lower,折线统计图,object-observation,multiple-choice,Core,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review
P5,lower,折线统计图,object-observation,short-answer,Challenge,1,pep-primary-p5-lower-fractions-factors-volume,pep-primary-p5-lower-paper-geometry-movement-data-review
