grade,semester,unitTitle,primaryConceptId,type,difficulty,count,evidenceCardIds,examPatternCardIds
P1,lower,100以内加减法,within-100-addition-subtraction,fill-in,Core,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review
P1,lower,100以内加减法,within-100-addition-subtraction,fill-in,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review
P1,lower,100以内加减法,within-100-addition-subtraction,multiple-choice,Foundation,4,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review
P1,lower,100以内加减法,within-100-addition-subtraction,multiple-choice,Core,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review
P1,lower,100以内数的认识,within-100-numbers,fill-in,Core,2,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value
P1,lower,100以内数的认识,within-100-numbers,fill-in,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value
P1,lower,100以内数的认识,within-100-numbers,multiple-choice,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value
P1,lower,100以内数的认识,within-100-numbers,short-answer,Core,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value
P1,lower,20以内退位减法,within-20-regrouping-subtraction,fill-in,Core,2,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction
P1,lower,20以内退位减法,within-20-regrouping-subtraction,fill-in,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction
P1,lower,20以内退位减法,within-20-regrouping-subtraction,multiple-choice,Core,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction
P1,lower,20以内退位减法,within-20-regrouping-subtraction,multiple-choice,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction
P1,lower,一年级下册综合复习,within-100-addition-subtraction,fill-in,Core,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review
P1,lower,一年级下册综合复习,within-100-addition-subtraction,multiple-choice,Foundation,2,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review
P1,lower,一年级下册综合复习,within-100-addition-subtraction,short-answer,Challenge,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review
P1,lower,一年级下册综合复习,within-100-addition-subtraction,short-answer,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review
P1,lower,一年级下册综合复习,within-100-addition-subtraction,short-answer,Core,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review
P1,lower,分类与整理,renminbi,fill-in,Core,3,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context
P1,lower,分类与整理,renminbi,fill-in,Foundation,2,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context
P1,lower,分类与整理,renminbi,multiple-choice,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context
P1,lower,分类观察,plane-shapes,fill-in,Core,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification
P1,lower,分类观察,plane-shapes,fill-in,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification
P1,lower,分类观察,plane-shapes,multiple-choice,Foundation,2,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification
P1,lower,分类观察,plane-shapes,short-answer,Challenge,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification
P1,lower,分类观察,plane-shapes,short-answer,Core,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification
P1,lower,分类观察,plane-shapes,short-answer,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification
P1,lower,十位和个位,within-100-numbers,fill-in,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value
P1,lower,十位和个位,within-100-numbers,multiple-choice,Foundation,3,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value
P1,lower,十位和个位,within-100-numbers,short-answer,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value
P1,lower,图形拼组,plane-shapes,fill-in,Core,3,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification
P1,lower,图形拼组,plane-shapes,fill-in,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification
P1,lower,图形拼组,plane-shapes,multiple-choice,Foundation,2,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification
P1,lower,情境应用,renminbi,fill-in,Core,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context
P1,lower,情境应用,renminbi,multiple-choice,Foundation,3,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context
P1,lower,情境应用,renminbi,short-answer,Challenge,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context
P1,lower,情境应用,renminbi,short-answer,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context
P1,lower,情境应用,renminbi,short-answer,Core,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context
P1,lower,想加算减,within-20-regrouping-subtraction,fill-in,Core,2,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction
P1,lower,想加算减,within-20-regrouping-subtraction,fill-in,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction
P1,lower,想加算减,within-20-regrouping-subtraction,multiple-choice,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction
P1,lower,想加算减,within-20-regrouping-subtraction,short-answer,Core,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction
P1,lower,找规律,within-100-addition-subtraction,fill-in,Core,3,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review
P1,lower,找规律,within-100-addition-subtraction,fill-in,Foundation,2,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review
P1,lower,找规律,within-100-addition-subtraction,multiple-choice,Foundation,2,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-add-sub-review
P1,lower,数的顺序,within-100-numbers,fill-in,Core,2,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value
P1,lower,数的顺序,within-100-numbers,fill-in,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value
P1,lower,数的顺序,within-100-numbers,multiple-choice,Core,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value
P1,lower,数的顺序,within-100-numbers,short-answer,Challenge,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value
P1,lower,比较大小,within-100-numbers,fill-in,Core,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value
P1,lower,比较大小,within-100-numbers,multiple-choice,Foundation,4,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-100-place-value
P1,lower,破十法,within-20-regrouping-subtraction,fill-in,Core,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction
P1,lower,破十法,within-20-regrouping-subtraction,multiple-choice,Foundation,3,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction
P1,lower,破十法,within-20-regrouping-subtraction,short-answer,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction
P1,lower,解决问题,within-20-regrouping-subtraction,fill-in,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction
P1,lower,解决问题,within-20-regrouping-subtraction,multiple-choice,Foundation,3,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction
P1,lower,解决问题,within-20-regrouping-subtraction,short-answer,Challenge,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-within-20-regrouping-subtraction
P1,lower,认识人民币,renminbi,fill-in,Core,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context
P1,lower,认识人民币,renminbi,fill-in,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context
P1,lower,认识人民币,renminbi,multiple-choice,Foundation,4,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context
P1,lower,认识人民币,renminbi,multiple-choice,Core,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-money-data-context
P1,lower,认识平面图形,plane-shapes,fill-in,Core,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification
P1,lower,认识平面图形,plane-shapes,fill-in,Foundation,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification
P1,lower,认识平面图形,plane-shapes,multiple-choice,Foundation,4,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification
P1,lower,认识平面图形,plane-shapes,multiple-choice,Core,1,pep-primary-p1-lower-within-100-add-sub,pep-primary-p1-lower-exam-plane-shapes-classification
P1,upper,10以内加减法,within-10-numbers,fill-in,Core,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-10-composition
P1,upper,10以内加减法,within-10-numbers,fill-in,Foundation,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-10-composition
P1,upper,10以内加减法,within-10-numbers,multiple-choice,Foundation,1,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-within-10-composition
P1,upper,10以内加减法,within-10-numbers,short-answer,Challenge,1,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-within-10-composition
P1,upper,10以内加减法,within-10-numbers,short-answer,Core,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-10-composition
P1,upper,10以内加减法,within-10-numbers,short-answer,Foundation,1,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-within-10-composition
P1,upper,10的组成,within-10-numbers,fill-in,Core,1,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-within-10-composition
P1,upper,10的组成,within-10-numbers,fill-in,Core,2,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-10-composition
P1,upper,10的组成,within-10-numbers,fill-in,Foundation,1,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-within-10-composition
P1,upper,10的组成,within-10-numbers,fill-in,Foundation,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-10-composition
P1,upper,10的组成,within-10-numbers,multiple-choice,Foundation,2,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-within-10-composition
P1,upper,11-20各数的认识,within-20-numbers,fill-in,Core,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-20-addition
P1,upper,11-20各数的认识,within-20-numbers,multiple-choice,Foundation,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-20-addition
P1,upper,11-20各数的认识,within-20-numbers,multiple-choice,Foundation,3,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-within-20-addition
P1,upper,11-20各数的认识,within-20-numbers,multiple-choice,Core,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-20-addition
P1,upper,20以内进位加法,within-20-numbers,fill-in,Core,1,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-within-20-addition
P1,upper,20以内进位加法,within-20-numbers,fill-in,Core,2,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-20-addition
P1,upper,20以内进位加法,within-20-numbers,fill-in,Foundation,1,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-within-20-addition
P1,upper,20以内进位加法,within-20-numbers,fill-in,Foundation,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-20-addition
P1,upper,20以内进位加法,within-20-numbers,multiple-choice,Foundation,2,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-within-20-addition
P1,upper,5以内数的认识和加减法,within-5-numbers,fill-in,Core,2,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-5-number-sense
P1,upper,5以内数的认识和加减法,within-5-numbers,fill-in,Foundation,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-5-number-sense
P1,upper,5以内数的认识和加减法,within-5-numbers,multiple-choice,Foundation,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-5-number-sense
P1,upper,5以内数的认识和加减法,within-5-numbers,short-answer,Core,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-5-number-sense
P1,upper,6-10的认识和加减法,within-10-numbers,fill-in,Core,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-10-composition
P1,upper,6-10的认识和加减法,within-10-numbers,multiple-choice,Foundation,2,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-10-composition
P1,upper,6-10的认识和加减法,within-10-numbers,multiple-choice,Foundation,3,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-within-10-composition
P1,upper,6-10的认识和加减法,within-10-numbers,multiple-choice,Core,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-10-composition
P1,upper,一年级上册综合测评,p1-number-sense,fill-in,Core,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-midterm-final-structure
P1,upper,一年级上册综合测评,p1-number-sense,multiple-choice,Foundation,2,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-midterm-final-structure
P1,upper,一年级上册综合测评,p1-number-sense,short-answer,Challenge,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-midterm-final-structure
P1,upper,一年级上册综合测评,p1-number-sense,short-answer,Foundation,1,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-midterm-final-structure
P1,upper,一年级上册综合测评,p1-number-sense,short-answer,Core,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-midterm-final-structure
P1,upper,位置,p1-shapes,fill-in,Core,1,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-shapes-position-time
P1,upper,位置,p1-shapes,multiple-choice,Foundation,4,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-shapes-position-time
P1,upper,凑十法,within-20-numbers,fill-in,Core,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-20-addition
P1,upper,凑十法,within-20-numbers,fill-in,Foundation,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-20-addition
P1,upper,凑十法,within-20-numbers,multiple-choice,Foundation,2,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-within-20-addition
P1,upper,凑十法,within-20-numbers,short-answer,Challenge,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-20-addition
P1,upper,凑十法,within-20-numbers,short-answer,Foundation,1,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-within-20-addition
P1,upper,凑十法,within-20-numbers,short-answer,Core,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-20-addition
P1,upper,分与合,within-5-numbers,multiple-choice,Foundation,4,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-within-5-number-sense
P1,upper,分与合,within-5-numbers,short-answer,Foundation,1,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-within-5-number-sense
P1,upper,数一数,within-5-numbers,fill-in,Foundation,1,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-within-5-number-sense
P1,upper,数一数,within-5-numbers,multiple-choice,Foundation,3,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-within-5-number-sense
P1,upper,数一数,within-5-numbers,short-answer,Challenge,1,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-within-5-number-sense
P1,upper,整时,p1-shapes,fill-in,Foundation,1,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-shapes-position-time
P1,upper,整时,p1-shapes,multiple-choice,Foundation,3,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-shapes-position-time
P1,upper,整时,p1-shapes,short-answer,Foundation,1,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-shapes-position-time
P1,upper,期中综合,p1-number-sense,fill-in,Core,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-midterm-final-structure
P1,upper,期中综合,p1-number-sense,fill-in,Foundation,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-midterm-final-structure
P1,upper,期中综合,p1-number-sense,multiple-choice,Foundation,4,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-midterm-final-structure
P1,upper,期中综合,p1-number-sense,multiple-choice,Core,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-midterm-final-structure
P1,upper,期末综合,p1-number-sense,fill-in,Core,3,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-midterm-final-structure
P1,upper,期末综合,p1-number-sense,fill-in,Foundation,1,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-midterm-final-structure
P1,upper,期末综合,p1-number-sense,fill-in,Foundation,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-midterm-final-structure
P1,upper,期末综合,p1-number-sense,multiple-choice,Foundation,2,pep-primary-p1-upper-shapes-position-clock,pep-primary-p1-upper-exam-midterm-final-structure
P1,upper,比大小,within-5-numbers,fill-in,Core,3,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-5-number-sense
P1,upper,比大小,within-5-numbers,fill-in,Foundation,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-5-number-sense
P1,upper,比大小,within-5-numbers,multiple-choice,Core,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-within-5-number-sense
P1,upper,认识图形,p1-shapes,fill-in,Core,3,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-shapes-position-time
P1,upper,认识图形,p1-shapes,fill-in,Foundation,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-shapes-position-time
P1,upper,认识图形,p1-shapes,short-answer,Challenge,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-shapes-position-time
P1,upper,认识钟表,p1-shapes,fill-in,Core,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-shapes-position-time
P1,upper,认识钟表,p1-shapes,fill-in,Foundation,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-shapes-position-time
P1,upper,认识钟表,p1-shapes,multiple-choice,Core,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-shapes-position-time
P1,upper,认识钟表,p1-shapes,multiple-choice,Foundation,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-shapes-position-time
P1,upper,认识钟表,p1-shapes,short-answer,Core,1,pep-primary-p1-upper-number-sense-within-20,pep-primary-p1-upper-exam-shapes-position-time
P2,lower,万以内数的认识,within-10000-numbers,fill-in,Core,1,pep-primary-p2-lower-division-measurement-data,pep-primary-p2-lower-paper-within-10000-number-add-sub
P2,lower,万以内数的认识,within-10000-numbers,multiple-choice,Foundation,4,pep-primary-p2-lower-division-measurement-data,pep-primary-p2-lower-paper-within-10000-number-add-sub
P2,lower,万以内数的认识,within-10000-numbers,multiple-choice,Core,1,pep-primary-p2-lower-division-measurement-data,pep-primary-p2-lower-paper-within-10000-number-add-sub
