grade,semester,topicId,unitTitle,type,difficulty,count,evidenceCardIds,assessmentPatternCardIds,zhongkaoPatternCardIds
S2,lower,bnu-junior-s2-lower-transformations,图形的平移与旋转,short-answer,Core,12,bnu-junior-s2-lower-transformations,bnu-junior-s2-lower-assessment-transformations-unit|bnu-junior-s2-lower-assessment-midterm-integrated,pep-junior-exam-coordinate-transformations|pep-junior-exam-number-sense-real-numbers
S2,lower,bnu-junior-s2-lower-transformations,图形的平移与旋转,fill-in,Exam,1,bnu-junior-s2-lower-transformations,bnu-junior-s2-lower-assessment-transformations-unit|bnu-junior-s2-lower-assessment-midterm-integrated,pep-junior-exam-coordinate-transformations|pep-junior-exam-number-sense-real-numbers
S2,lower,bnu-junior-s2-lower-transformations,图形的平移与旋转,multiple-choice,Core,11,bnu-junior-s2-lower-transformations,bnu-junior-s2-lower-assessment-transformations-unit|bnu-junior-s2-lower-assessment-midterm-integrated,pep-junior-exam-coordinate-transformations|pep-junior-exam-number-sense-real-numbers
S2,lower,bnu-junior-s2-lower-transformations,图形的平移与旋转,short-answer,Exam,1,bnu-junior-s2-lower-transformations,bnu-junior-s2-lower-assessment-transformations-unit|bnu-junior-s2-lower-assessment-midterm-integrated,pep-junior-exam-coordinate-transformations|pep-junior-exam-number-sense-real-numbers
S2,lower,bnu-junior-s2-lower-transformations,图形的平移与旋转,fill-in,Core,11,bnu-junior-s2-lower-transformations,bnu-junior-s2-lower-assessment-transformations-unit|bnu-junior-s2-lower-assessment-midterm-integrated,pep-junior-exam-coordinate-transformations|pep-junior-exam-number-sense-real-numbers
S2,lower,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,fill-in,Exam,11,bnu-junior-s2-lower-triangle-proof-applications,bnu-junior-s2-lower-assessment-triangle-proof-unit|bnu-junior-s2-lower-assessment-midterm-integrated,pep-junior-exam-triangles-congruence-proof|pep-junior-exam-number-sense-real-numbers
S2,lower,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,multiple-choice,Foundation,8,bnu-junior-s2-lower-triangle-proof-applications,bnu-junior-s2-lower-assessment-triangle-proof-unit|bnu-junior-s2-lower-assessment-midterm-integrated,pep-junior-exam-triangles-congruence-proof|pep-junior-exam-number-sense-real-numbers
S2,lower,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,short-answer,Core,10,bnu-junior-s2-lower-triangle-proof-applications,bnu-junior-s2-lower-assessment-triangle-proof-unit|bnu-junior-s2-lower-assessment-midterm-integrated,pep-junior-exam-triangles-congruence-proof|pep-junior-exam-number-sense-real-numbers
S2,lower,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,multiple-choice,Core,3,bnu-junior-s2-lower-triangle-proof-applications,bnu-junior-s2-lower-assessment-triangle-proof-unit|bnu-junior-s2-lower-assessment-midterm-integrated,pep-junior-exam-triangles-congruence-proof|pep-junior-exam-number-sense-real-numbers
S2,lower,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,short-answer,Exam,2,bnu-junior-s2-lower-triangle-proof-applications,bnu-junior-s2-lower-assessment-triangle-proof-unit|bnu-junior-s2-lower-assessment-midterm-integrated,pep-junior-exam-triangles-congruence-proof|pep-junior-exam-number-sense-real-numbers
S2,lower,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,fill-in,Core,2,bnu-junior-s2-lower-triangle-proof-applications,bnu-junior-s2-lower-assessment-triangle-proof-unit|bnu-junior-s2-lower-assessment-midterm-integrated,pep-junior-exam-triangles-congruence-proof|pep-junior-exam-number-sense-real-numbers
S2,lower,bnu-junior-s2-lower-triangle-proof-applications,三角形的证明及其应用,multiple-choice,Exam,2,bnu-junior-s2-lower-triangle-proof-applications,bnu-junior-s2-lower-assessment-triangle-proof-unit|bnu-junior-s2-lower-assessment-midterm-integrated,pep-junior-exam-triangles-congruence-proof|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-data-analysis,数据的分析,multiple-choice,Foundation,13,bnu-junior-s2-upper-data-analysis,bnu-junior-s2-upper-assessment-data-analysis-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-data-analysis,数据的分析,short-answer,Core,13,bnu-junior-s2-upper-data-analysis,bnu-junior-s2-upper-assessment-data-analysis-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-data-analysis,数据的分析,fill-in,Exam,13,bnu-junior-s2-upper-data-analysis,bnu-junior-s2-upper-assessment-data-analysis-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-statistics-probability|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-linear-functions,一次函数,multiple-choice,Exam,4,bnu-junior-s2-upper-linear-functions,bnu-junior-s2-upper-assessment-linear-functions-unit|bnu-junior-s2-upper-assessment-linear-systems-unit,pep-junior-exam-linear-functions-graphs|pep-junior-exam-applied-modeling-finance-rate
S2,upper,bnu-junior-s2-upper-linear-functions,一次函数,short-answer,Foundation,4,bnu-junior-s2-upper-linear-functions,bnu-junior-s2-upper-assessment-linear-functions-unit|bnu-junior-s2-upper-assessment-linear-systems-unit,pep-junior-exam-linear-functions-graphs|pep-junior-exam-applied-modeling-finance-rate
S2,upper,bnu-junior-s2-upper-linear-functions,一次函数,fill-in,Challenge,4,bnu-junior-s2-upper-linear-functions,bnu-junior-s2-upper-assessment-linear-functions-unit|bnu-junior-s2-upper-assessment-linear-systems-unit,pep-junior-exam-linear-functions-graphs|pep-junior-exam-applied-modeling-finance-rate
S2,upper,bnu-junior-s2-upper-linear-functions,一次函数,multiple-choice,Core,3,bnu-junior-s2-upper-linear-functions,bnu-junior-s2-upper-assessment-linear-functions-unit|bnu-junior-s2-upper-assessment-linear-systems-unit,pep-junior-exam-linear-functions-graphs|pep-junior-exam-applied-modeling-finance-rate
S2,upper,bnu-junior-s2-upper-linear-functions,一次函数,short-answer,Exam,3,bnu-junior-s2-upper-linear-functions,bnu-junior-s2-upper-assessment-linear-functions-unit|bnu-junior-s2-upper-assessment-linear-systems-unit,pep-junior-exam-linear-functions-graphs|pep-junior-exam-applied-modeling-finance-rate
S2,upper,bnu-junior-s2-upper-linear-functions,一次函数,fill-in,Foundation,3,bnu-junior-s2-upper-linear-functions,bnu-junior-s2-upper-assessment-linear-functions-unit|bnu-junior-s2-upper-assessment-linear-systems-unit,pep-junior-exam-linear-functions-graphs|pep-junior-exam-applied-modeling-finance-rate
S2,upper,bnu-junior-s2-upper-linear-functions,一次函数,multiple-choice,Challenge,3,bnu-junior-s2-upper-linear-functions,bnu-junior-s2-upper-assessment-linear-functions-unit|bnu-junior-s2-upper-assessment-linear-systems-unit,pep-junior-exam-linear-functions-graphs|pep-junior-exam-applied-modeling-finance-rate
S2,upper,bnu-junior-s2-upper-linear-functions,一次函数,short-answer,Core,3,bnu-junior-s2-upper-linear-functions,bnu-junior-s2-upper-assessment-linear-functions-unit|bnu-junior-s2-upper-assessment-linear-systems-unit,pep-junior-exam-linear-functions-graphs|pep-junior-exam-applied-modeling-finance-rate
S2,upper,bnu-junior-s2-upper-linear-functions,一次函数,fill-in,Exam,3,bnu-junior-s2-upper-linear-functions,bnu-junior-s2-upper-assessment-linear-functions-unit|bnu-junior-s2-upper-assessment-linear-systems-unit,pep-junior-exam-linear-functions-graphs|pep-junior-exam-applied-modeling-finance-rate
S2,upper,bnu-junior-s2-upper-linear-functions,一次函数,multiple-choice,Foundation,3,bnu-junior-s2-upper-linear-functions,bnu-junior-s2-upper-assessment-linear-functions-unit|bnu-junior-s2-upper-assessment-linear-systems-unit,pep-junior-exam-linear-functions-graphs|pep-junior-exam-applied-modeling-finance-rate
S2,upper,bnu-junior-s2-upper-linear-functions,一次函数,short-answer,Challenge,3,bnu-junior-s2-upper-linear-functions,bnu-junior-s2-upper-assessment-linear-functions-unit|bnu-junior-s2-upper-assessment-linear-systems-unit,pep-junior-exam-linear-functions-graphs|pep-junior-exam-applied-modeling-finance-rate
S2,upper,bnu-junior-s2-upper-linear-functions,一次函数,fill-in,Core,3,bnu-junior-s2-upper-linear-functions,bnu-junior-s2-upper-assessment-linear-functions-unit|bnu-junior-s2-upper-assessment-linear-systems-unit,pep-junior-exam-linear-functions-graphs|pep-junior-exam-applied-modeling-finance-rate
S2,upper,bnu-junior-s2-upper-linear-systems,二元一次方程组,multiple-choice,Core,1,bnu-junior-s2-upper-linear-systems,bnu-junior-s2-upper-assessment-linear-systems-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-linear-equation-inequality-models|pep-junior-exam-linear-functions-graphs
S2,upper,bnu-junior-s2-upper-linear-systems,二元一次方程组,short-answer,Exam,1,bnu-junior-s2-upper-linear-systems,bnu-junior-s2-upper-assessment-linear-systems-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-linear-equation-inequality-models|pep-junior-exam-linear-functions-graphs
S2,upper,bnu-junior-s2-upper-linear-systems,二元一次方程组,fill-in,Foundation,1,bnu-junior-s2-upper-linear-systems,bnu-junior-s2-upper-assessment-linear-systems-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-linear-equation-inequality-models|pep-junior-exam-linear-functions-graphs
S2,upper,bnu-junior-s2-upper-linear-systems,二元一次方程组,multiple-choice,Challenge,1,bnu-junior-s2-upper-linear-systems,bnu-junior-s2-upper-assessment-linear-systems-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-linear-equation-inequality-models|pep-junior-exam-linear-functions-graphs
S2,upper,bnu-junior-s2-upper-linear-systems,二元一次方程组,short-answer,Core,12,bnu-junior-s2-upper-linear-systems,bnu-junior-s2-upper-assessment-linear-systems-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-linear-equation-inequality-models|pep-junior-exam-linear-functions-graphs
S2,upper,bnu-junior-s2-upper-linear-systems,二元一次方程组,fill-in,Exam,12,bnu-junior-s2-upper-linear-systems,bnu-junior-s2-upper-assessment-linear-systems-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-linear-equation-inequality-models|pep-junior-exam-linear-functions-graphs
S2,upper,bnu-junior-s2-upper-linear-systems,二元一次方程组,multiple-choice,Foundation,11,bnu-junior-s2-upper-linear-systems,bnu-junior-s2-upper-assessment-linear-systems-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-linear-equation-inequality-models|pep-junior-exam-linear-functions-graphs
S2,upper,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,multiple-choice,Foundation,13,bnu-junior-s2-upper-parallel-lines-proof,bnu-junior-s2-upper-assessment-parallel-lines-proof-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,short-answer,Core,13,bnu-junior-s2-upper-parallel-lines-proof,bnu-junior-s2-upper-assessment-parallel-lines-proof-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,bnu-junior-s2-upper-parallel-lines-proof,平行线的证明,fill-in,Exam,12,bnu-junior-s2-upper-parallel-lines-proof,bnu-junior-s2-upper-assessment-parallel-lines-proof-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,bnu-junior-s2-upper-position-coordinates,位置与坐标,multiple-choice,Foundation,4,bnu-junior-s2-upper-position-coordinates,bnu-junior-s2-upper-assessment-position-coordinates-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-coordinate-transformations|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-position-coordinates,位置与坐标,short-answer,Challenge,4,bnu-junior-s2-upper-position-coordinates,bnu-junior-s2-upper-assessment-position-coordinates-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-coordinate-transformations|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-position-coordinates,位置与坐标,fill-in,Core,4,bnu-junior-s2-upper-position-coordinates,bnu-junior-s2-upper-assessment-position-coordinates-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-coordinate-transformations|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-position-coordinates,位置与坐标,multiple-choice,Exam,3,bnu-junior-s2-upper-position-coordinates,bnu-junior-s2-upper-assessment-position-coordinates-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-coordinate-transformations|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-position-coordinates,位置与坐标,short-answer,Foundation,3,bnu-junior-s2-upper-position-coordinates,bnu-junior-s2-upper-assessment-position-coordinates-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-coordinate-transformations|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-position-coordinates,位置与坐标,fill-in,Challenge,3,bnu-junior-s2-upper-position-coordinates,bnu-junior-s2-upper-assessment-position-coordinates-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-coordinate-transformations|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-position-coordinates,位置与坐标,multiple-choice,Core,3,bnu-junior-s2-upper-position-coordinates,bnu-junior-s2-upper-assessment-position-coordinates-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-coordinate-transformations|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-position-coordinates,位置与坐标,short-answer,Exam,3,bnu-junior-s2-upper-position-coordinates,bnu-junior-s2-upper-assessment-position-coordinates-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-coordinate-transformations|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-position-coordinates,位置与坐标,fill-in,Foundation,3,bnu-junior-s2-upper-position-coordinates,bnu-junior-s2-upper-assessment-position-coordinates-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-coordinate-transformations|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-position-coordinates,位置与坐标,multiple-choice,Challenge,3,bnu-junior-s2-upper-position-coordinates,bnu-junior-s2-upper-assessment-position-coordinates-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-coordinate-transformations|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-position-coordinates,位置与坐标,short-answer,Core,3,bnu-junior-s2-upper-position-coordinates,bnu-junior-s2-upper-assessment-position-coordinates-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-coordinate-transformations|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-position-coordinates,位置与坐标,fill-in,Exam,3,bnu-junior-s2-upper-position-coordinates,bnu-junior-s2-upper-assessment-position-coordinates-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-coordinate-transformations|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-pythagorean-theorem,勾股定理,multiple-choice,Core,4,bnu-junior-s2-upper-pythagorean-theorem,bnu-junior-s2-upper-assessment-pythagorean-theorem-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-pythagorean-theorem,勾股定理,short-answer,Exam,4,bnu-junior-s2-upper-pythagorean-theorem,bnu-junior-s2-upper-assessment-pythagorean-theorem-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-pythagorean-theorem,勾股定理,fill-in,Foundation,4,bnu-junior-s2-upper-pythagorean-theorem,bnu-junior-s2-upper-assessment-pythagorean-theorem-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-pythagorean-theorem,勾股定理,multiple-choice,Challenge,3,bnu-junior-s2-upper-pythagorean-theorem,bnu-junior-s2-upper-assessment-pythagorean-theorem-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-pythagorean-theorem,勾股定理,short-answer,Core,3,bnu-junior-s2-upper-pythagorean-theorem,bnu-junior-s2-upper-assessment-pythagorean-theorem-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-pythagorean-theorem,勾股定理,fill-in,Exam,3,bnu-junior-s2-upper-pythagorean-theorem,bnu-junior-s2-upper-assessment-pythagorean-theorem-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-pythagorean-theorem,勾股定理,multiple-choice,Foundation,3,bnu-junior-s2-upper-pythagorean-theorem,bnu-junior-s2-upper-assessment-pythagorean-theorem-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-pythagorean-theorem,勾股定理,short-answer,Challenge,3,bnu-junior-s2-upper-pythagorean-theorem,bnu-junior-s2-upper-assessment-pythagorean-theorem-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-pythagorean-theorem,勾股定理,fill-in,Core,3,bnu-junior-s2-upper-pythagorean-theorem,bnu-junior-s2-upper-assessment-pythagorean-theorem-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-pythagorean-theorem,勾股定理,multiple-choice,Exam,3,bnu-junior-s2-upper-pythagorean-theorem,bnu-junior-s2-upper-assessment-pythagorean-theorem-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-pythagorean-theorem,勾股定理,short-answer,Foundation,3,bnu-junior-s2-upper-pythagorean-theorem,bnu-junior-s2-upper-assessment-pythagorean-theorem-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-pythagorean-theorem,勾股定理,fill-in,Challenge,3,bnu-junior-s2-upper-pythagorean-theorem,bnu-junior-s2-upper-assessment-pythagorean-theorem-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-quadrilaterals-pythagorean|pep-junior-exam-number-sense-real-numbers
S2,upper,bnu-junior-s2-upper-real-numbers,实数,multiple-choice,Challenge,4,bnu-junior-s2-upper-real-numbers,bnu-junior-s2-upper-assessment-real-numbers-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,bnu-junior-s2-upper-real-numbers,实数,short-answer,Core,4,bnu-junior-s2-upper-real-numbers,bnu-junior-s2-upper-assessment-real-numbers-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,bnu-junior-s2-upper-real-numbers,实数,fill-in,Exam,4,bnu-junior-s2-upper-real-numbers,bnu-junior-s2-upper-assessment-real-numbers-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,bnu-junior-s2-upper-real-numbers,实数,multiple-choice,Foundation,3,bnu-junior-s2-upper-real-numbers,bnu-junior-s2-upper-assessment-real-numbers-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,bnu-junior-s2-upper-real-numbers,实数,short-answer,Challenge,3,bnu-junior-s2-upper-real-numbers,bnu-junior-s2-upper-assessment-real-numbers-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,bnu-junior-s2-upper-real-numbers,实数,fill-in,Core,3,bnu-junior-s2-upper-real-numbers,bnu-junior-s2-upper-assessment-real-numbers-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,bnu-junior-s2-upper-real-numbers,实数,multiple-choice,Exam,3,bnu-junior-s2-upper-real-numbers,bnu-junior-s2-upper-assessment-real-numbers-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,bnu-junior-s2-upper-real-numbers,实数,short-answer,Foundation,3,bnu-junior-s2-upper-real-numbers,bnu-junior-s2-upper-assessment-real-numbers-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,bnu-junior-s2-upper-real-numbers,实数,fill-in,Challenge,3,bnu-junior-s2-upper-real-numbers,bnu-junior-s2-upper-assessment-real-numbers-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,bnu-junior-s2-upper-real-numbers,实数,multiple-choice,Core,3,bnu-junior-s2-upper-real-numbers,bnu-junior-s2-upper-assessment-real-numbers-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,bnu-junior-s2-upper-real-numbers,实数,short-answer,Exam,3,bnu-junior-s2-upper-real-numbers,bnu-junior-s2-upper-assessment-real-numbers-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S2,upper,bnu-junior-s2-upper-real-numbers,实数,fill-in,Foundation,3,bnu-junior-s2-upper-real-numbers,bnu-junior-s2-upper-assessment-real-numbers-unit|bnu-junior-s2-upper-assessment-monthly-midterm-final-integrated,pep-junior-exam-number-sense-real-numbers|pep-junior-exam-linear-equation-inequality-models
S3,lower,bnu-junior-s3-lower-circle,圆,short-answer,Exam,9,bnu-junior-s3-lower-circle,bnu-junior-s3-lower-assessment-circle-unit|bnu-junior-s3-lower-assessment-stage-integrated,pep-junior-exam-circle-geometry|pep-junior-exam-number-sense-real-numbers
S3,lower,bnu-junior-s3-lower-circle,圆,fill-in,Core,9,bnu-junior-s3-lower-circle,bnu-junior-s3-lower-assessment-circle-unit|bnu-junior-s3-lower-assessment-stage-integrated,pep-junior-exam-circle-geometry|pep-junior-exam-number-sense-real-numbers
S3,lower,bnu-junior-s3-lower-circle,圆,multiple-choice,Exam,8,bnu-junior-s3-lower-circle,bnu-junior-s3-lower-assessment-circle-unit|bnu-junior-s3-lower-assessment-stage-integrated,pep-junior-exam-circle-geometry|pep-junior-exam-number-sense-real-numbers
S3,lower,bnu-junior-s3-lower-circle,圆,short-answer,Core,8,bnu-junior-s3-lower-circle,bnu-junior-s3-lower-assessment-circle-unit|bnu-junior-s3-lower-assessment-stage-integrated,pep-junior-exam-circle-geometry|pep-junior-exam-number-sense-real-numbers
S3,lower,bnu-junior-s3-lower-circle,圆,fill-in,Exam,8,bnu-junior-s3-lower-circle,bnu-junior-s3-lower-assessment-circle-unit|bnu-junior-s3-lower-assessment-stage-integrated,pep-junior-exam-circle-geometry|pep-junior-exam-number-sense-real-numbers
S3,lower,bnu-junior-s3-lower-circle,圆,multiple-choice,Core,8,bnu-junior-s3-lower-circle,bnu-junior-s3-lower-assessment-circle-unit|bnu-junior-s3-lower-assessment-stage-integrated,pep-junior-exam-circle-geometry|pep-junior-exam-number-sense-real-numbers
S3,lower,bnu-junior-s3-lower-quadratic-functions,二次函数,fill-in,Exam,9,bnu-junior-s3-lower-quadratic-functions,bnu-junior-s3-lower-assessment-quadratic-functions-unit|bnu-junior-s3-lower-assessment-monthly-midterm-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-dynamic-geometry-functions
S3,lower,bnu-junior-s3-lower-quadratic-functions,二次函数,multiple-choice,Core,9,bnu-junior-s3-lower-quadratic-functions,bnu-junior-s3-lower-assessment-quadratic-functions-unit|bnu-junior-s3-lower-assessment-monthly-midterm-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-dynamic-geometry-functions
S3,lower,bnu-junior-s3-lower-quadratic-functions,二次函数,short-answer,Exam,8,bnu-junior-s3-lower-quadratic-functions,bnu-junior-s3-lower-assessment-quadratic-functions-unit|bnu-junior-s3-lower-assessment-monthly-midterm-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-dynamic-geometry-functions
S3,lower,bnu-junior-s3-lower-quadratic-functions,二次函数,fill-in,Core,8,bnu-junior-s3-lower-quadratic-functions,bnu-junior-s3-lower-assessment-quadratic-functions-unit|bnu-junior-s3-lower-assessment-monthly-midterm-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-dynamic-geometry-functions
S3,lower,bnu-junior-s3-lower-quadratic-functions,二次函数,multiple-choice,Exam,8,bnu-junior-s3-lower-quadratic-functions,bnu-junior-s3-lower-assessment-quadratic-functions-unit|bnu-junior-s3-lower-assessment-monthly-midterm-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-dynamic-geometry-functions
S3,lower,bnu-junior-s3-lower-quadratic-functions,二次函数,short-answer,Core,8,bnu-junior-s3-lower-quadratic-functions,bnu-junior-s3-lower-assessment-quadratic-functions-unit|bnu-junior-s3-lower-assessment-monthly-midterm-integrated,pep-junior-exam-quadratic-equations-functions|pep-junior-exam-dynamic-geometry-functions
S3,lower,bnu-junior-s3-lower-right-triangle-trigonometry,直角三角形的边角关系,multiple-choice,Exam,9,bnu-junior-s3-lower-right-triangle-trigonometry,bnu-junior-s3-lower-assessment-right-triangle-trig-unit|bnu-junior-s3-lower-assessment-monthly-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-triangles-congruence-proof
S3,lower,bnu-junior-s3-lower-right-triangle-trigonometry,直角三角形的边角关系,short-answer,Core,9,bnu-junior-s3-lower-right-triangle-trigonometry,bnu-junior-s3-lower-assessment-right-triangle-trig-unit|bnu-junior-s3-lower-assessment-monthly-midterm-integrated,pep-junior-exam-similarity-right-triangle-trig|pep-junior-exam-triangles-congruence-proof
